Time;Label;A1;A2;A3;A4;A5;A6;Cur1;Cur2;Cur3;Cur4;Cur5;Cur6
888868;0;0.625968;-89.518257;90.282127;4.939859;90.483330;-143.840714;2.416610;6.494520;-2.508157;1.635550;0.543588;-1.623625
888892;0;0.607885;-89.519691;90.327042;4.920442;90.485374;-143.839294;11.231421;8.726115;7.119857;13.329975;2.236362;-2.369875
888916;0;0.501790;-89.554657;90.591484;4.457918;90.550598;-143.733337;20.471569;11.668205;18.690651;32.932751;6.711475;-7.736675
888940;0;0.227637;-89.665314;91.347679;2.796355;90.797577;-143.162109;32.730099;15.213010;32.741001;55.243961;11.820787;-10.023112
888964;0;-0.294291;-89.884438;92.795853;-0.512106;91.298866;-141.971252;37.787434;16.449924;41.968479;77.280983;12.171263;-11.856550
888988;0;-1.085076;-90.218071;95.002319;-5.585282;92.065849;-140.189392;42.309761;20.379065;45.597893;79.395767;13.511175;-14.526838
889012;0;-2.115703;-90.656853;97.886917;-12.258807;93.074921;-137.790192;38.364410;20.299910;39.915356;76.329704;13.759125;-14.538762
889036;0;-3.296074;-91.155190;101.169052;-19.861465;94.224106;-135.067505;27.653690;18.805500;31.843180;62.894814;12.943737;-14.359949
889060;0;-4.532443;-91.669006;104.595879;-27.723164;95.413116;-132.238480;29.870983;17.419815;28.532570;60.408115;12.118813;-13.523100
889084;0;-5.781599;-92.183655;108.050919;-35.614689;96.605019;-129.407776;27.194019;18.078800;27.686522;57.706825;13.463489;-13.422963
889108;0;-7.031975;-92.700287;111.508301;-43.505646;97.799248;-126.593422;26.751514;17.174719;29.735565;58.071613;11.956687;-13.976089
889132;0;-8.284966;-93.214554;114.970894;-51.395214;98.992523;-123.771652;25.983810;17.658230;29.723299;58.031075;11.031625;-13.372888
889156;0;-9.521214;-93.726120;118.406929;-59.254738;100.179886;-120.963242;23.074150;15.994070;22.656572;52.754871;11.658663;-13.082025
889180;0;-10.682501;-94.210144;121.636574;-66.717583;101.308968;-118.272652;15.782354;11.929510;8.739742;39.572712;8.285037;-10.7407505
